amount,gas_price,gas_used,num_transfers,unique_addresses,time_of_day,contract_interaction,sender_tx_count,receiver_tx_count,is_malicious
0.4649415121729219,70.23391259178625,43923.55106913532,2,3,5,1,34267,3299,0.0
0.0020037783422228385,118.30805904050844,106489.76207004856,8,8,5,1,0,83,1.0
0.4149897443448122,33.23363077525532,64210.20709464596,1,1,6,1,54,14,0.0
0.004440606073483453,64.6217800349389,132583.3204758126,6,6,2,1,7,0,1.0
0.23953925823730618,47.32671481148216,59691.942050171696,1,3,10,1,20653,552,0.0
0.4511352843317572,81.35771646205805,102751.03783570629,16,6,3,1,0,30,1.0
0.5194936370496476,82.15048974113627,54941.28650267003,0,2,9,0,1560,69,0.0
0.0006514711019537445,102.35671510623172,30696.029251949996,6,4,3,0,15,905,1.0
0.0745676470561536,45.160883407975305,45584.4679279774,1,3,19,0,17773,770,0.0
0.2739167036741211,67.31885371413787,33586.60961112873,1,5,7,0,3968,2570,0.0
1.2472677830123016,66.7502424911337,45917.56830372785,5,2,8,0,131210,4,0.0
0.33663813694167277,57.599332549276205,40876.98385639957,1,4,22,1,10976,29,0.0
0.2241481578344564,74.8675468002243,44810.60219467654,10,7,2,0,54,0,1.0
0.2388487851053408,53.296294326913234,33309.406998162514,1,5,12,1,1906,142998,0.0
1.3217624336974056,46.46317522608946,56641.50877606496,2,0,14,1,302843,4994,0.0
0.10105669463468381,28.816120588732993,45410.012324368,0,2,4,0,46797,120,0.0
0.9860712242899476,54.21815794933816,71378.86873973579,1,5,2,1,3866,4815,0.0
0.6316152715329482,43.151299182671266,85903.65526252036,1,2,1,1,26,116,0.0
0.7985595490743217,33.221735606872166,63983.70503070154,5,2,7,1,12172,1813,0.0
0.8394353001010687,50.802714114703406,16059.603733529682,1,3,18,1,76,43122,0.0
1.122472983765376,84.98963803796059,86874.90020172228,7,18,4,1,1,15,1.0
1.3205991959714383,67.42862929442067,62850.99689361181,2,1,11,1,11,4623,0.0
0.0006763627637054771,81.81499066621154,158695.9299748085,8,14,4,1,43,0,1.0
0.1865301823019229,75.6616366654158,56370.97223883881,2,4,2,0,5380,104,0.0
1.1124763891897824,54.638754043286504,78975.08232273743,2,4,5,0,1288,7997,0.0
0.22350257635949616,68.59306617851362,15010.736633377872,1,1,6,0,54,130,0.0
1.7850516431023613,41.46245333478816,51891.019104451545,1,1,19,1,408355,20216,0.0
0.7695946535107849,64.12623283046555,54032.65874680292,0,0,11,0,1187074,21709,0.0
0.23636784088515325,94.14128969008155,70757.81829535484,0,3,10,1,14,1358,0.0
3.0719079226060173,87.61191696984777,76386.71099794621,7,11,3,1,64,9,1.0
0.24589018831521214,27.699222951421522,56420.423250908774,3,1,6,1,16322,64,0.0
2.8100302222793117,135.46375851201458,28282.23318627847,8,7,2,1,20,5,1.0
0.9245543237896855,55.378215708188414,51524.80660845457,0,2,11,1,11620,4979,0.0
0.44240534559843747,120.22012259060152,118054.48908005991,8,9,4,1,0,1,1.0
0.13423185074427385,39.40067366065552,44401.679147984716,2,2,14,0,1603,423805,0.0
4.465554357422872e-05,84.12789280770978,130092.47121272374,7,8,2,0,47,349,1.0
0.8648047505556755,48.16910456946465,32509.02951701898,2,2,13,0,10925,752,0.0
0.06880887354958035,44.63918503005152,59154.68085139413,1,1,12,0,2621,46959,0.0
0.5925181682779916,41.92250169508489,60034.89233421933,4,4,3,1,15524,8493,0.0
2.367643897967595,48.905371631057456,221.11696637172605,11,10,3,1,73,10,1.0
0.4516504423157931,38.40973064938953,61205.28432715378,2,0,5,0,203,286347,0.0
0.318991635584992,35.59374619386157,32291.59287810046,0,1,9,0,5032,700,0.0
0.20048338742338384,36.63997800131448,19586.072252457263,3,1,3,0,58,11019,0.0
0.4778402500244393,63.22144696085956,138727.5314175869,7,6,5,1,7,45,1.0
0.2107163394098862,27.692332781749506,72260.29323934937,0,2,2,1,1895,3010,0.0
0.0024939677117172586,151.36871315314238,202454.8427675594,10,7,5,1,4,6,1.0
0.10295739115239855,28.288003740890765,65687.59139833429,1,2,23,0,1001,1822,0.0
1.6625112529648698,48.895219606133644,70035.06867568393,2,4,22,1,179,323958,0.0
1.32850623682471,64.26383177781749,11611.97454347855,1,0,16,0,5602,317,0.0
1.163713246754689,45.10276064330666,23990.407579320436,1,2,17,0,3259,4,0.0
0.20043154311345962,41.59062673437198,63796.98855317084,2,0,0,1,1221,4,0.0
0.3451735845237427,44.57912539148128,72676.94733761996,0,2,10,0,13695,728,0.0
0.11676605126109961,51.138515343265524,24006.42895339268,2,2,23,0,5676,542,0.0
1.2291780358717983,80.81153161360709,78946.24271250152,4,13,4,1,1,230,1.0
0.2008748630025295,72.94825232607725,44251.81980348585,2,1,6,1,386,7586,0.0
0.38173625225296803,70.09094183658736,46860.01918763943,1,4,3,1,185,28875,0.0
0.013932914325205192,84.71826333498632,83702.78551222727,6,8,4,1,0,134,1.0
1.144619197642466,49.309867569310825,66212.13552191603,3,2,15,0,3568,1931,0.0
0.0009953120076820437,38.7024438618076,40687.55644825851,8,15,4,1,17,91,1.0
0.5755872114590811,41.432449753442086,49419.47187678826,1,1,17,0,69,487,0.0
0.04511180593007356,69.71422764544286,30398.555661728104,0,2,6,0,1306,1713,0.0
0.41343192804804363,48.57260972771577,35945.62725826142,1,0,12,1,17571,21,0.0
1.3356114813890718,64.76727503651985,20978.172784301212,1,3,20,0,118668,242,0.0
0.41432660080999545,51.11801000333365,18442.267539473964,1,0,2,0,12211,31376,0.0
0.9292020533593849,52.946800693522015,2069.0103525604454,1,1,7,0,71977,24,0.0
0.31921074921305603,50.21050600822777,63662.58490120045,3,2,5,1,12811,22080,0.0
0.0036781173220706283,91.95993097603073,127224.96816188497,5,8,4,1,44,10,1.0
2.740879637665584,103.27179122315638,135276.88212994713,12,12,2,0,5,4,1.0
0.46721782994430866,87.66759538410231,173344.71833402934,7,8,5,1,18,0,1.0
0.7747099003637541,53.571960643614496,101439.30716360912,4,8,4,1,3,13,1.0
0.010041438055782852,69.32159227906544,173620.56289949155,7,13,2,1,1,1,1.0
0.05252672588453328,56.61321517091714,63098.30197375051,4,1,20,1,2760,1390,0.0
0.1888487899076718,37.44565940451755,69662.80455589175,1,0,10,0,132,1381,0.0
0.23281352374919217,30.158255379106443,58328.61000810982,2,1,10,1,209,860,0.0
0.004050633485122887,86.23136183532753,94580.60749906361,9,18,3,1,70,4,1.0
0.6111291180810399,89.20054979838565,49323.69934517697,6,18,3,1,2,38,1.0
1.2262542291790175,105.33377994465917,69781.0665008157,4,12,4,1,79,14,1.0
1.6647607997681013,39.03524162937869,59368.63222658595,5,7,2,1,23,9,1.0
1.0696786528180702,47.85627962010226,57108.050730557334,1,1,11,1,93696,89639,0.0
0.2717244260997997,38.655773734063345,40245.439619214776,3,2,13,0,9842,2075,0.0
0.0314878547211505,66.87209460046815,81167.21558276271,2,0,1,0,972,58,0.0
0.9287453984923799,81.68162879608356,91296.85096205822,10,12,3,1,13,8,1.0
0.12630544649592204,49.68778866008088,49420.08630917318,1,2,12,0,232,1157,0.0
0.007666744536502445,50.6667187816326,51990.83163791496,1,0,19,0,141,905,0.0
0.4243066321002862,45.364096121345455,9268.434023293137,3,2,21,0,32223,305,0.0
0.31082747567850516,58.98081771496305,90654.09318466565,8,12,5,1,59,5,1.0
0.006825921263415384,58.90102355089688,82248.5958306786,6,8,3,1,1,0,1.0
0.17365299216980148,69.49146822605682,39908.14788647812,0,1,13,1,24257,66,0.0
0.29458472010696923,69.30771570059137,33188.40503839544,1,2,14,0,3099,59852,0.0
0.581157042918899,51.30272778583095,13516.8366920208,1,4,13,0,33,26,0.0
0.02326245932318152,57.70401850962044,59471.47074664577,4,2,0,1,12306,10567,0.0
0.5786665011910045,45.82302929422423,83781.86262154779,0,2,23,1,96,1051,0.0
0.001720174379840709,98.20253576304441,139019.36656841874,9,10,5,1,32,28,1.0
0.3674883979366054,61.57091652335474,47920.21622206235,0,5,14,0,9700,739388,0.0
0.06157662168276062,92.20213137955254,106703.31038559214,8,12,2,1,22,27,1.0
0.08003222876388072,42.40396372588499,65457.76356543984,0,3,17,1,361,1001,0.0
0.27235134516032977,34.07753538190719,36255.437243835346,3,2,6,1,4,1203,0.0
1.3084669297037301,41.73948677049115,35985.5084456192,0,3,14,0,359,8,0.0
1.415511538920503,98.91815101481549,69546.70534863703,7,8,4,1,0,7,1.0
0.7382631038231322,77.31329887339109,67878.58562861443,0,2,2,1,782259,30134,0.0
1.3136885830592555,86.90549068339648,140176.72632676957,6,6,4,1,0,0,1.0
0.7500996365368864,40.50219589176193,35243.33604565018,2,3,15,1,55666,625,0.0
0.14079075412100797,45.11568075275006,75225.01162799099,2,2,22,0,627,1674,0.0
1.4037076256806758,64.75859232999386,44250.02320952533,1,0,13,0,1644,52,0.0
0.9370909817754698,48.197024846188455,49282.766933233994,1,2,15,1,886,4,0.0
0.1884390993979725,48.37067303165737,46064.71209144594,1,1,16,0,367,197117,0.0
0.017229892430665784,57.46278939857864,67814.05156724706,15,6,2,1,1,18,1.0
1.7676056136386504,37.89367910393628,69251.76427968449,2,2,19,0,1709,17380,0.0
0.1472435411290277,41.21125525884128,25221.556964711013,2,0,19,1,13584,5667,0.0
0.3803199575099224,55.37073258284856,15180.434840469017,2,5,14,1,13011,8934,0.0
0.17812168381202625,64.28885761928066,29267.516776265362,1,5,21,1,6710,205784,0.0
0.3204417736719983,47.69825223309673,35042.439451033075,2,2,23,0,1268,2002112,0.0
1.7930700277430371,69.22806055415525,71489.54058663282,2,13,3,0,33,1,1.0
0.006997963658817316,89.63628808724575,138736.13745973023,4,10,5,1,0,2,1.0
0.564690217150586,35.957743308876815,72227.12368346186,2,1,13,1,7247,3731731,0.0
1.8705089367831644,46.31075323181592,53671.21239827823,0,1,20,0,6661,3300,0.0
1.2307372187543852,71.90834953375318,26391.29960229522,3,2,14,0,347,2238,0.0
0.00423580376984191,107.90754573294579,23640.17961512551,5,12,4,1,7,6,1.0
0.14559040000145787,41.73978730014856,54570.95539743846,1,1,17,0,28447,8618,0.0
1.2324479795999264,134.6990562934441,50523.017797174165,9,11,5,1,1,0,1.0
0.13262905796462043,32.26219966658552,64064.021093687385,3,1,7,1,4596,246,0.0
0.08915823974564561,35.68393924137286,24891.648712334212,2,1,4,1,124,57,0.0
4.23835708123397,112.83754713971845,69192.53088297833,7,11,2,0,352,1,1.0
0.1068724321861416,75.00817401277632,67508.18850835523,0,1,12,1,11236,4898,0.0
0.2582181435190085,25.54230683538414,46526.1324897811,2,4,7,0,83,10,0.0
0.061017771111381174,56.03246834859193,43911.13858321358,2,1,18,0,732,1215,0.0
0.3152346861639996,28.952923878665004,21354.288161337736,2,6,4,1,49166,2830,0.0
0.46196563491765813,63.98417532239561,37117.66679027806,4,3,22,0,114,0,0.0
0.1961145363265944,69.93883444370123,69131.59862035426,1,1,3,0,36734,76,0.0
0.5804390465653445,63.917205178580545,56533.21608272997,2,1,17,0,34610,60812,0.0
0.06412397973129146,29.423578770681964,49720.5263554041,2,4,12,0,2056,2010,0.0
0.930861177996593,98.71433119447894,121687.5179004231,8,12,4,1,0,0,1.0
0.043652408760135146,50.81455854989499,52298.72108787751,1,1,0,0,26171,107,0.0
1.2245733408544865,33.67224167699,65821.41972227168,1,2,10,0,101,23,0.0
0.6931915633052765,47.500593379184075,53202.441353254915,0,2,11,1,158,324703,0.0
0.473379992038993,55.91785407742814,79429.02605135995,2,2,12,1,772073,222,0.0
0.3011690581740239,55.061016054869924,46983.15116866852,1,4,2,1,57,9,0.0
0.2920469511718374,59.89360936109986,48949.49796601294,2,0,2,1,380,14086,0.0
0.2004530176152987,25.80304971627967,82386.27959261363,0,3,16,1,1242,2885,0.0
0.32995397977918345,74.98518620770844,50588.73381484774,1,1,16,0,154,149,0.0
6.544916995295164,116.23293508231347,72529.67906309702,4,6,5,1,227,4,1.0
0.8192681516723561,67.64956322925116,57079.162799577636,1,5,3,0,12305,7,0.0
0.031151507561644864,34.03441384348701,4211.332431585415,3,3,1,1,1992,6126,0.0
0.0050017471184068485,50.71271952141933,10197.665255021295,4,1,6,0,854744,3,0.0
0.002463865811738124,65.23619970284705,179735.40370585013,11,8,3,0,1,0,1.0
0.01835636812989269,123.1695716957402,186292.3478042193,9,7,4,1,1,1,1.0
0.2938746884722362,60.62446755548978,137119.65355250132,8,11,2,1,10,74,1.0
0.2674741345149425,46.00843917130674,29871.749938822453,1,5,5,0,8,1348,0.0
1.2739567404530494,59.196837488437765,30608.85313367556,3,2,16,1,385,16715,0.0
0.004054322286632449,99.83022995360336,111739.16231062365,7,12,3,1,95,45,1.0
3.1536029517385185,44.906731416007645,78230.54278266952,4,7,2,1,2,274,1.0
0.12177124328238878,37.820400609075335,57721.859139069406,3,1,3,1,23441,453,0.0
0.24533437066375027,40.05515058093429,57724.507474899736,1,1,13,1,14158,112,0.0
0.35441199716196814,14.495465637404575,40083.555263370974,2,4,0,0,2799,4310,0.0
0.46041276032317446,55.614696343197465,65050.51326321689,3,2,4,0,24190,1475859,0.0
0.00641239982426061,48.60570457364161,59366.976602751056,11,10,4,1,0,11,1.0
0.09687802135804958,53.150954194361425,47934.088132730154,0,1,10,1,180,16,0.0
1.958495239158222,61.26112688995763,8541.19685017138,0,1,23,0,13591,1801,0.0
1.9139672838079125,134.23826450934217,203788.95057424,7,14,2,1,12,0,1.0
1.7010631584092444,44.00670416004875,60119.56030080748,2,1,14,0,357,74380,0.0
0.11203585543912141,58.92857546082746,72566.18109125343,0,0,18,1,487,109,0.0
0.5020590898787831,62.15077095087524,44720.31406165577,0,0,6,1,10807,143,0.0
0.4882470121495216,48.987289887075654,47307.828610198136,3,2,18,1,489,2653,0.0
7.142343226730235,74.67974690813806,84359.72761270087,8,12,3,1,9,0,1.0
0.7538511389849222,42.21744435767468,29998.190770598794,2,0,7,0,12263,241,0.0
6.714999370332729,106.3077263227506,117560.06900646281,9,6,3,1,1,15,1.0
0.5271817853041684,42.351282472425915,38733.57690827984,2,1,10,0,31924,1336,0.0
0.7525076853893331,68.66823486144588,71576.59907480225,0,1,3,1,9871,2980,0.0
0.5015695271142949,101.47367609619612,93163.42434985808,7,13,4,1,237,19,1.0
0.12727302198998822,25.556910500521735,71721.13045387434,2,1,0,1,639,6470,0.0
0.30637229614019207,62.72991428258334,56087.25116935323,2,1,23,0,48447,44777,0.0
0.0721486337035954,38.05211637259479,65529.068663129736,1,3,15,0,772,26514,0.0
0.8233807822269734,103.65102299757716,146608.1215904342,2,7,4,0,12,4,1.0
1.278081216215938,39.929397208101726,23610.3391971982,4,3,9,1,852,432,0.0
0.07556737710720254,31.00462017730386,28244.627554048613,1,1,20,0,3744,190059,0.0
1.276773754268878,63.51373642677964,85525.72138655835,1,2,20,0,483,12,0.0
0.989924629061575,57.74202449131914,8215.330523132423,1,2,0,0,4377,132215,0.0
1.0621658275888586,54.792511496232784,46985.16862734787,3,1,12,1,61599,14,0.0
0.19300041679438695,55.909280134909025,49055.303668738336,1,1,8,1,235,86,0.0
0.0030890773393458895,64.85549458105422,12478.599429993386,13,8,4,1,19,2,1.0
0.32634082242899326,50.48038015052326,36072.99097784649,1,0,8,1,30451,1718753,0.0
0.11073537259949831,30.773237073280846,56239.70142366209,0,1,11,1,17300,504,0.0
0.006812712383199063,102.5766585085469,170946.42761539688,13,11,3,1,48,0,1.0
0.4258531503149869,44.231263344196805,59731.79962493205,0,4,9,0,116,4373,0.0
2.7559549567113315,90.47817872524425,120064.0343084847,10,18,2,1,2898,1156,1.0
0.17159967956737637,35.952202312917635,65657.55106377543,1,3,19,0,4015,0,0.0
3.0196262270544976,24.33560328634305,49731.46810435734,4,7,4,1,22,0,1.0
0.6037682117569034,61.341727642627724,56413.2609552528,2,1,13,0,80525,113,0.0
1.447763667471135,62.25477714714926,26929.92854915748,0,1,21,0,6,30,0.0
1.4983412006093617,79.37912298605325,86770.00646533971,7,11,2,1,13,63,1.0
2.0569353901610756,116.06804860850643,88536.79520748649,9,10,4,0,9,0,1.0
0.006846426915365768,94.28483806211665,131530.82259922082,9,9,3,0,2,315,1.0
0.03839825432488248,28.064214021989137,47657.935462893394,1,3,7,0,8977,16,0.0
3.334250509817187,83.30950042931666,70172.84223921176,10,9,4,0,1,19,1.0
0.5761968706713684,68.52583603261375,35075.34724599977,2,1,5,0,79,2229,0.0
0.33053713795828216,31.237524402733932,76508.24470820697,1,0,21,0,2285,93,0.0
3.038901203701901,73.35195284581788,79943.85503310755,8,8,3,1,0,83,1.0
0.03277594968346556,52.6543887460975,55123.34433722623,1,3,13,1,8324,247,0.0
0.15322246290868144,97.33128317730046,82540.5971855442,6,8,2,1,10,13,1.0
0.4751437773567228,56.909571844307315,39331.1945967256,2,1,22,0,30324,855,0.0
0.37386580632111477,115.59581880741116,29320.28210363482,10,8,4,1,2,4,1.0
0.6091428514917707,52.124571922034754,32941.85865718196,3,2,3,0,295,330,0.0
0.01719333133307643,39.613998515640674,102477.25253218495,2,12,4,1,6,0,1.0
0.08183372469944646,24.68387887813454,44713.580882993185,2,0,12,0,2,388,0.0
2.1744557368737203,96.33968675510549,158034.0865905905,6,11,5,0,1,14,1.0
3.9163915071898616,53.790689185131875,58166.43988258938,10,8,2,0,33,263,1.0
0.03372880811917986,47.4061012549789,18248.865046434505,2,1,4,0,2723161,2328,0.0
0.783982635611292,30.294209828102588,74382.5773308308,1,1,11,0,464,1360548,0.0
0.06004478804507615,59.76784654363076,64228.29938409277,1,3,6,0,16470,1442,0.0
0.6486951600713942,51.818655977305696,63367.867411815736,2,3,8,1,312842,11453,0.0
0.23899767866946556,51.7598524525141,49372.193283452594,0,2,2,1,151,99971,0.0
0.2588547831996558,36.60514224379655,72641.39193276942,2,0,5,0,1524,3535,0.0
0.36929583747379835,58.79642752488524,42000.86521447302,2,4,23,1,5057,1010,0.0
0.03528326726008735,40.77894579551097,64929.94406528777,0,0,3,1,65402,152,0.0
1.4763844629635285,67.22307176984735,79186.2162670752,1,0,1,1,40546,5,0.0
0.48911091430885406,52.10544360081265,66921.43259829273,2,1,17,0,28864,1038,0.0
0.028112227868960015,77.33109298307814,77266.45968232829,4,1,0,1,4394,10,0.0
0.0030727605716033795,88.7138344286989,108827.2219497635,9,9,5,1,22,0,1.0
0.8262282766169395,96.23994324357629,45124.93355225077,9,13,3,1,0,6,1.0
1.7910589145289033,38.43156058323474,44802.56471154465,4,1,5,0,393,1106,0.0
0.11678493541321566,30.902579087601517,68380.31325039513,2,3,5,0,1542,3067,0.0
1.0536938638015974,71.904316417622,46446.80361740224,0,0,11,1,640,69,0.0
0.5335780025201762,33.896848347141656,58337.59024007299,2,5,15,0,23,0,0.0
0.328784707114229,60.36893736513207,33670.12488571613,1,1,16,0,250844,6506,0.0
1.7938907840055658,37.32202828871665,63418.73877620443,1,2,22,0,46,1322,0.0
1.3582854847609913,43.149986151429104,54659.773349628485,1,1,14,0,66,292,0.0
0.45673482895747036,55.31072762881319,86362.1241578398,3,4,8,0,67180,1242,0.0
0.5340858853944904,73.72821687137379,68404.30810381919,1,1,13,1,235,9594,0.0
1.9029767495639172,86.02857596118871,24676.167745662802,7,13,3,0,2,1,1.0
0.9443675931924735,67.87580453602544,27115.70089727219,1,4,2,0,362,13,0.0
0.011311286622371939,69.08672433641149,56805.13108987344,10,10,5,1,33,50,1.0
1.101918758402472,63.4924994371574,43814.79555956878,0,2,7,0,552840,2805,0.0
0.08416772212607285,37.109208033938735,23953.255209976083,2,0,0,0,15609,214,0.0
0.37346291621906774,73.72526671134808,180672.7279361851,12,8,3,1,2,74,1.0
0.6891703358053726,57.4169973252856,71664.3549621408,2,4,11,0,162,152674,0.0
0.009338811314831625,105.60521120714989,37283.49318932671,7,14,3,1,2,140,1.0
0.08886534299075755,51.21870614359704,63997.42487999772,0,2,1,0,2160,8708,0.0
0.4913130497052201,41.18823087716439,83601.73298678931,1,0,5,0,2375,373,0.0
0.28164549495334734,59.313823353337476,20562.523143201666,0,2,9,1,1381,91444,0.0
0.4575917017067982,82.44054266439827,130755.44807485219,7,8,4,1,0,0,1.0
0.008062152992175584,46.35373419647692,86342.23965840654,7,13,2,1,18,68,1.0
0.11715978187027035,52.20919783651218,62896.056383930205,2,1,3,0,135,78579,0.0
0.04721209005347559,43.19174601726392,67145.13073323462,1,1,8,0,39,161769,0.0
0.15345638209163334,41.14359568910372,76820.67717922336,1,1,9,0,40,163,0.0
0.04802420894411788,105.4676460611204,63909.88568836589,6,14,4,0,90,2,1.0
0.09407514926444381,23.053119182449922,28046.604501555663,4,0,0,0,3821,11635,0.0
0.36717149944943495,50.836296552391595,65350.27804401424,2,1,9,0,9136,18937,0.0
1.0359189189866758,49.2155429364349,58621.24258792905,1,4,19,0,2,17748,0.0
0.246938519311472,72.04465829987636,59263.05927075941,3,5,17,0,320093,1210,0.0
0.010404290947018556,45.04943559459541,121138.7115958148,12,11,3,1,1,45,1.0
0.01734122187062093,104.79799874419267,162318.74694698272,8,4,2,1,8,0,1.0
0.015886526947470548,87.68519102272315,144656.2698613772,6,9,5,1,0,1,1.0
0.03680423561629017,33.69454507998087,77900.66280241378,5,2,16,1,116,1368,0.0
0.36495318266860405,56.97857325821741,73489.44002469415,2,0,4,0,158,275,0.0
4.449298822730692,57.851511653061806,65956.14600736651,13,8,2,0,11,16,1.0
2.7799437421345248,54.8894540799199,18365.97652550202,1,2,9,0,44882,1648,0.0
3.230451354942487,146.39081994513387,73800.26741234682,4,7,5,0,20,2,1.0
0.0018112074005391097,64.55128979265973,37564.569777143915,2,1,11,1,78930,178,0.0
1.1375539688408614,29.267409094514644,204841.02754986504,7,7,4,1,421,13,1.0
0.46690338906393636,55.145727960410646,69599.54080718657,0,3,7,1,608,1285,0.0
0.0011648386553497836,88.91813836774863,166245.50250392774,6,8,4,1,1,1,1.0
0.008740380970173938,76.1865212891622,132111.98188031223,10,13,2,1,15,16,1.0
0.00442473475031098,127.88671392482955,98442.55210012126,12,9,5,1,0,6,1.0
0.25466498754549527,41.620793403033076,67809.40178469874,0,1,16,0,8930,1436,0.0
0.06951929825931238,39.33412465099262,43129.235491408705,4,2,18,1,453,59993,0.0
0.34870622774870036,27.601206034526026,67366.0863085488,2,4,9,0,43381,736,0.0
1.3800888637402986,38.90114407226737,38519.55312100667,1,1,23,0,8513,1106719,0.0
0.3038544233309163,25.214239153186163,36078.2654666698,1,4,18,0,50899,393,0.0
0.3343256560014069,64.341929086115,27681.40770254866,4,2,15,0,3047,73,0.0
0.23068910477053728,9.632211542723695,109131.88807340675,7,10,5,1,0,0,1.0
3.8069572312209927,38.94527639472905,169970.03326170307,8,11,4,0,319,13,1.0
0.28458061504979276,38.44529693163656,31417.66790396603,2,2,16,1,248,259,0.0
5.254239092976325,102.94719169968747,81971.16310624071,12,5,5,0,202,14,1.0
0.30699513553699836,66.51611580339654,69637.44168072326,4,0,20,0,2839,11743,0.0
1.2036603179290186,118.89977695224604,85825.38284155085,4,19,2,1,3,0,1.0
0.23579177358584347,98.23061294319248,38656.234027744744,0,3,22,1,30,7300,0.0
0.11543972608759556,63.50308480175741,52716.53669147644,3,2,12,1,304470,56,0.0
4.963169974458545,86.37236209168232,93961.89126450903,7,10,4,0,6,27,1.0
1.3688935898246197,65.00976142591806,72662.62295313003,6,16,2,1,51,1,1.0
0.18191849247639605,72.15130594773392,41278.61363907271,0,2,7,1,1132,167,0.0
0.354666041724712,62.25809776246322,67119.65345229772,0,6,8,0,12325,402461,0.0
0.20666634769952255,46.117794942606174,57886.28287541594,2,2,8,0,13020,906,0.0
0.27987277132738597,73.47655108361366,13396.955737662978,1,2,0,0,6455,0,0.0
0.00769584232357869,51.26930072590323,69832.27321081754,5,3,17,0,24862,70324,0.0
0.2791855992169665,106.73354210072766,94313.50903068265,8,12,5,0,9,37,1.0
0.1378672578308636,30.92464787721044,38291.91323060269,1,0,5,0,10563,62507,0.0
0.15176347175368854,33.61495553073484,41361.34061317951,3,1,2,0,2404,46,0.0
0.4343834279567331,44.72373797286996,62323.46196740447,3,1,7,1,30495,14,0.0
0.009745715429363002,58.53178962950453,12195.570600040273,6,9,2,1,9,7,1.0
2.762136425355117,117.31400719075009,103731.1643553303,12,10,5,0,1,2,1.0
0.013042526404093535,66.96834558313932,88047.90937954497,6,12,4,1,660,1,1.0
0.2812350133509387,60.245940670985675,40314.38540323062,0,1,18,0,160251,252,0.0
0.1549413062443076,57.71211486141084,34489.33111449198,1,0,17,1,168764,122,0.0
0.3484702080551292,34.21337110078367,79960.86670779804,0,3,13,0,10169,67,0.0
0.005477631692178999,45.725457368177175,45012.86838887474,3,1,18,0,267,120979,0.0
0.14512626686705085,32.46613247267098,57946.93453077741,1,0,22,1,9820,227,0.0
1.5349801464218795,86.9395180277245,97747.66560066753,5,11,5,1,10,0,1.0
0.973821418200849,67.26054912000093,44758.19599274252,2,2,14,0,2167,1180,0.0
0.33719103142211115,116.49357900934271,17937.47020954657,9,11,5,1,0,75,1.0
0.21302270894423306,39.166188914055546,57220.74839689524,1,2,6,1,702,748,0.0
0.36374069897468614,24.3904108738899,37175.3238428589,4,3,6,1,56,1451,0.0
0.005594754415949614,71.41078189037528,72094.21717852961,8,15,3,1,1,7,1.0
0.7162946429450396,64.88532096870183,58671.38009639593,0,2,12,0,172542,319,0.0
0.5197846488496364,43.38785702977134,34492.6197648579,2,4,3,0,33,34874,0.0
0.07505760134064976,37.396223530720036,27537.042197356597,1,3,20,0,1437,9,0.0
0.33990292875552924,93.90062281851992,54911.92615070095,13,4,2,1,36,2,1.0
0.12346168145914264,59.102338216226244,152350.70828375177,6,8,3,1,0,14,1.0
0.5957289138561482,55.63420815718486,58892.03882728814,2,0,18,0,14100,54,0.0
0.7511290670430544,49.87651453145734,34426.573047202364,4,2,6,0,16964,41,0.0
0.3558886378953724,19.92031404775906,66566.74935563582,1,2,18,1,19085,33,0.0
